composition,Dmax,GFA,Tg,Tx,Tl
Al67Ce18Fe15,0,Crystal,,,
Al71Ce17Fe12,0,Crystal,,,
Al60Ce20Fe20,0,Crystal,,,
Al65Ce15Fe20,0,Crystal,,,
Al60Ce23Fe17,0,Crystal,,,
Al60Ce25Fe15,0,Crystal,,,
Al65Ce25Fe10,0,Crystal,,,
Al70Ce10Fe20,0,Crystal,,,
Al70Ce15Fe15,0,Crystal,,,
Al70Ce20Fe10,0,Crystal,,,
Al65Ce20Fe15,0,Crystal,,,
Al62.5Ce25Fe12.5,0,Crystal,,,
Al62.5Ce25.5Fe12,0,Crystal,,,
Al65Cu20Gd15,0.15,Ribbon,,,
Al10Cu25Hf65,0.15,Ribbon,,,
Al10Cu30La60,0.15,Ribbon,,,
Al15Cu25La60,0.15,Ribbon,,,
Al20Cu20La60,0.15,Ribbon,,,
Al20Cu25La55,0.15,Ribbon,,,
Al20Cu40La40,0.15,Ribbon,,,
Al20Cu50La30,0.15,Ribbon,,,
Al25Cu10La65,0.15,Ribbon,,,
Al25Cu15La60,0.15,Ribbon,,,
Al25Cu20La55,0.15,Ribbon,,,
Al25Cu25La50,0.15,Ribbon,,,
Al25Cu35La40,0.15,Ribbon,,,
Al30Cu10La60,0.15,Ribbon,,,
Al30Cu15La55,0.15,Ribbon,,,
Al30Cu20La50,0.15,Ribbon,,,
Al30Cu35La35,0.15,Ribbon,,,
Al30Cu40La30,0.15,Ribbon,,,
Al35Cu10La55,0.15,Ribbon,,,
Al35Cu15La50,0.15,Ribbon,,,
Al40La60,0.15,Ribbon,,,
Al85Cu5La10,0.15,Ribbon,,,
Al90Cu5La5,0.15,Ribbon,,,
Al10Cu20La70,0,Crystal,,,
Al20Cu10La70,0,Crystal,,,
Al20Cu60La20,0,Crystal,,,
Al40Cu10La50,0,Crystal,,,
Al40Cu20La40,0,Crystal,,,
Al85Cu10La5,0,Crystal,,,
Cu20La80,0,Crystal,,,
Cu40La60,0,Crystal,,,
Cu50La50,0,Crystal,,,
Al10La90,0,Crystal,,,
Al10Cu10La80,0,Crystal,,,
Al10Cu50La40,0,Crystal,,,
Al10Cu60La30,0,Crystal,,,
Al10Cu70La20,0,Crystal,,,
Al10Cu80La10,0,Crystal,,,
Al30Cu50La20,0,Crystal,,,
Al30Cu60La10,0,Crystal,,,
Al40Cu30La30,0,Crystal,,,
Al40Cu40La20,0,Crystal,,,
Al50Cu10La40,0,Crystal,,,
Al50Cu20La30,0,Crystal,,,
Al50Cu30La20,0,Crystal,,,
Al50Cu40La10,0,Crystal,,,
Al60La40,0,Crystal,,,
Al70La30,0,Crystal,,,
Al70Cu20La10,0,Crystal,,,
Al80La20,0,Crystal,,,
Al80Cu10La10,0,Crystal,,,
Al25Cu50Mn25,0,Crystal,,,
Al65Cu20Mn15,0,Crystal,,,
Al76Cu8.5Mn15.5,0,Crystal,,,
Al6Cu84Nd10,0.15,Ribbon,,,
Al6Cu86Nd8,0.15,Ribbon,,,
Al8Cu84Nd8,0.15,Ribbon,,,
Al10Cu82Nd8,0.15,Ribbon,,,
Al12Cu80Nd8,0.15,Ribbon,,,
Al2Cu88Nd10,0,Crystal,,,
Al2Cu90Nd8,0,Crystal,,,
Al2Cu92Nd6,0,Crystal,,,
Al4Cu86Nd10,0,Crystal,,,
Al4Cu88Nd8,0,Crystal,,,
Al4Cu90Nd6,0,Crystal,,,
Al6Cu88Nd6,0,Crystal,,,
Al8Cu86Nd6,0,Crystal,,,
Al10Cu84Nd6,0,Crystal,,,
Al10Cu86Nd4,0,Crystal,,,
Al12Cu82Nd6,0,Crystal,,,
Al12Cu84Nd4,0,Crystal,,,
Al4Cu92Nd4,0,Crystal,,,
Al8Cu82Nd10,0,Crystal,,,
Al8Cu88Nd4,0,Crystal,,,
Al10Cu80Nd10,0,Crystal,,,
Al10Cu88Nd2,0,Crystal,,,
Al12Cu78Nd10,0,Crystal,,,
Al14Cu76Nd10,0,Crystal,,,
Al14Cu78Nd8,0,Crystal,,,
Al14Cu80Nd6,0,Crystal,,,
Al14Cu82Nd4,0,Crystal,,,
Cu45Ti55,0.15,Ribbon,,,
Cu55Ti45,0.15,Ribbon,,,
Cu60Ti40,0.15,Ribbon,,,
Cu73Ti27,0.15,Ribbon,,,
Cu75Ti25,0.15,Ribbon,,,
Al5Cu50Ti45,0.15,Ribbon,,,
Al5Cu55Ti40,0.15,Ribbon,,,
Al5Cu60Ti35,0.15,Ribbon,,,
Al10Cu30Ti60,0.15,Ribbon,,,
Al10Cu35Ti55,0.15,Ribbon,,,
Al10Cu50Ti40,0.15,Ribbon,,,
Al10Cu60Ti30,0.15,Ribbon,,,
Al15Cu25Ti60,0.15,Ribbon,,,
Al15Cu30Ti55,0.15,Ribbon,,,
Al15Cu35Ti50,0.15,Ribbon,,,
Al15Cu40Ti45,0.15,Ribbon,,,
Al15Cu50Ti35,0.15,Ribbon,,,
Al15Cu60Ti25,0.15,Ribbon,,,
Al20Cu30Ti50,0.15,Ribbon,,,
Al20Cu35Ti45,0.15,Ribbon,,,
Al20Cu50Ti30,0.15,Ribbon,,,
Al20Cu60Ti20,0.15,Ribbon,,,
Al25Cu35Ti40,0.15,Ribbon,,,
Al25Cu50Ti25,0.15,Ribbon,,,
Al25Cu55Ti20,0.15,Ribbon,,,
Al30Cu50Ti20,0.15,Ribbon,,,
Al35Cu50Ti15,0.15,Ribbon,,,
Al40Cu50Ti10,0.15,Ribbon,,,
Al50Cu40Ti10,0.15,Ribbon,,,
Al50Cu45Ti5,0.15,Ribbon,,,
Al55Cu40Ti5,0.15,Ribbon,,,
Cu30Ti70,0,Crystal,,,
Cu80Ti20,0,Crystal,,,
Al10Cu70Ti20,0,Crystal,,,
Al20Cu20Ti60,0,Crystal,,,
Al25Cu25Ti50,0,Crystal,,,
Al25Cu30Ti45,0,Crystal,,,
Al30Cu20Ti50,0,Crystal,,,
Al30Cu30Ti40,0,Crystal,,,
Al30Cu40Ti30,0,Crystal,,,
Al35Cu40Ti25,0,Crystal,,,
Al35Cu45Ti20,0,Crystal,,,
Al40Cu30Ti30,0,Crystal,,,
Al40Cu40Ti20,0,Crystal,,,
Al45Cu35Ti20,0,Crystal,,,
Al45Cu40Ti15,0,Crystal,,,
Al55Cu35Ti10,0,Crystal,,,
Al60Cu35Ti5,0,Crystal,,,
Cu10Ti90,0,Crystal,,,
Cu20Ti80,0,Crystal,,,
Al10Ti90,0,Crystal,,,
Al10Cu10Ti80,0,Crystal,,,
Al10Cu20Ti70,0,Crystal,,,
Al20Ti80,0,Crystal,,,
Al20Cu10Ti70,0,Crystal,,,
Al20Cu70Ti10,0,Crystal,,,
Al25Ti75,0,Crystal,,,
Al25Cu5Ti70,0,Crystal,,,
Al30Ti70,0,Crystal,,,
Al30Cu10Ti60,0,Crystal,,,
Al35Ti65,0,Crystal,,,
Al35Cu5Ti60,0,Crystal,,,
Al40Ti60,0,Crystal,,,
Al40Cu10Ti50,0,Crystal,,,
Al40Cu20Ti40,0,Crystal,,,
Al40Cu60,0,Crystal,,,
Al45Ti55,0,Crystal,,,
Al45Cu5Ti50,0,Crystal,,,
Al45Cu10Ti45,0,Crystal,,,
Al45Cu20Ti35,0,Crystal,,,
Al50Cu5Ti45,0,Crystal,,,
Al50Cu10Ti40,0,Crystal,,,
Al50Cu20Ti30,0,Crystal,,,
Al50Cu30Ti20,0,Crystal,,,
Al50Cu50,0,Crystal,,,
Al55Ti45,0,Crystal,,,
Al55Cu10Ti35,0,Crystal,,,
Al60Ti40,0,Crystal,,,
Al60Cu5Ti35,0,Crystal,,,
Al60Cu10Ti30,0,Crystal,,,
Al60Cu20Ti20,0,Crystal,,,
Al60Cu40,0,Crystal,,,
Al65Ti35,0,Crystal,,,
Al70Ti30,0,Crystal,,,
Al70Cu10Ti20,0,Crystal,,,
Al70Cu30,0,Crystal,,,
Al80Ti20,0,Crystal,,,
Al5Cu38Ti57,0.15,Ribbon,,,
Al15Cu34Ti51,0.15,Ribbon,,,
Al20Cu32Ti48,0.15,Ribbon,,,
Al10Cu25Ti65,0.15,Ribbon,,,
Al55Cu35V10,0.15,Ribbon,,,
Al60Cu30V10,0.15,Ribbon,,,
Al65Cu20V15,0.15,Ribbon,,,
Al65Cu25V10,0.15,Ribbon,,,
Al65Cu30V5,0.15,Ribbon,,,
Al67Cu20V13,0.15,Ribbon,,,
Al70Cu20V10,0.15,Ribbon,,,
Al75Cu15V10,0.15,Ribbon,,,
Al75Cu20V5,0.15,Ribbon,,,
Al80Cu10V10,0.15,Ribbon,,,
Al80Cu15V5,0.15,Ribbon,,,
Al85Cu5V10,0.15,Ribbon,,,
Al60Cu35V5,0,Crystal,,,
Al70Cu25V5,0,Crystal,,,
Al75Cu10V15,0,Crystal,,,
Al80Cu5V15,0,Crystal,,,
Al87Cu5V8,0,Crystal,,,
Al50Cu40V10,0,Crystal,,,
Al60Cu25V15,0,Crystal,,,
Al65Cu15V20,0,Crystal,,,
Al75Cu25,0,Crystal,,,
Al77Cu20V3,0,Crystal,,,
Al80Cu20,0,Crystal,,,
Al87Cu8V5,0,Crystal,,,
Cu40Y60,0.15,Ribbon,,,
Al5Cu38Y57,0.15,Ribbon,,,
Al10Cu36Y54,0.15,Ribbon,,,
Al15Cu34Y51,0.15,Ribbon,,,
Al20Cu32Y48,0.15,Ribbon,,,
Al30Cu28Y42,0.15,Ribbon,,,
Al80Cu8Y12,0.15,Ribbon,,,
Al85Cu6Y9,0.15,Ribbon,,,
Cu40Zr60,0.15,Ribbon,,,
Cu60Zr40,0.15,Ribbon,,,
Al20Cu25Zr55,0.15,Ribbon,,,
Al15Cu25Zr60,0.15,Ribbon,,,
Cu33Zr67,0.15,Ribbon,,,
Al5Cu30Zr65,0.15,Ribbon,,,
Al7.5Cu27.5Zr65,0.15,Ribbon,,,
Al10Cu25Zr65,0.15,Ribbon,,,
Al15Cu20Zr65,0.15,Ribbon,,,
Al20Cu15Zr65,0.15,Ribbon,,,
Al33.4Fe33.3Gd33.3,0.15,Ribbon,,,
Al42Fe10Ge48,0.15,Ribbon,,,
Al52Fe23Ge25,0.15,Ribbon,,,
Al69Fe6Ge25,0.15,Ribbon,,,
Al78Fe10Ge12,0.15,Ribbon,,,
Al25Fe20La55,0.15,Ribbon,,,
Al75Fe14Ni11,0.15,Ribbon,,,
Al87Fe1Ni12,0.15,Ribbon,,,
Al88Fe3Ni9,0.15,Ribbon,,,
Al86Fe5Ni9,0,Crystal,,,
Al87Fe4Ni9,0,Crystal,,,
Al86Fe2Ni12,0.15,Ribbon,,,
Al86Fe3Ni11,0.15,Ribbon,,,
Al86.7Fe1Ni12.3,0.15,Ribbon,,,
Al87Fe2Ni11,0.15,Ribbon,,,
Al87Fe3Ni10,0.15,Ribbon,,,
Al87.5Fe0.5Ni12,0.15,Ribbon,,,
Al87.5Fe2Ni10.5,0.15,Ribbon,,,
Al87.5Fe3.5Ni9,0.15,Ribbon,,,
Al88Fe1Ni11,0.15,Ribbon,,,
Al88.5Fe3Ni8.5,0.15,Ribbon,,,
Al83Fe3Ni14,0,Crystal,,,
Al84Fe2Ni14,0,Crystal,,,
Al84Fe3Ni13,0,Crystal,,,
Al85Fe1Ni14,0,Crystal,,,
Al85Fe2Ni13,0,Crystal,,,
Al85Fe3Ni12,0,Crystal,,,
Al85Fe5Ni10,0,Crystal,,,
Al86Ni14,0,Crystal,,,
Al86Fe1Ni13,0,Crystal,,,
Al86Fe4Ni10,0,Crystal,,,
Al86Fe7Ni7,0,Crystal,,,
Al87Fe5Ni8,0,Crystal,,,
Al87Fe6Ni7,0,Crystal,,,
Al88Ni12,0,Crystal,,,
Al88Fe2Ni10,0,Crystal,,,
Al88Fe4Ni8,0,Crystal,,,
Al88Fe5Ni7,0,Crystal,,,
Al88Fe6Ni6,0,Crystal,,,
Al89Fe1Ni10,0,Crystal,,,
Al89Fe2Ni9,0,Crystal,,,
Al89Fe3Ni8,0,Crystal,,,
Al89Fe4Ni7,0,Crystal,,,
Al89Fe5Ni6,0,Crystal,,,
Al89Fe6Ni5,0,Crystal,,,
Al89Fe7Ni4,0,Crystal,,,
Al89Fe9Ni2,0,Crystal,,,
Al90Ni10,0,Crystal,,,
Al90Fe1Ni9,0,Crystal,,,
Al90Fe2Ni8,0,Crystal,,,
Al90Fe4Ni6,0,Crystal,,,
Al90Fe5Ni5,0,Crystal,,,
Al90Fe6Ni4,0,Crystal,,,
Al91Fe1Ni8,0,Crystal,,,
Al91Fe2Ni7,0,Crystal,,,
Al91Fe3Ni6,0,Crystal,,,
Al91Fe6Ni3,0,Crystal,,,
Al92Ni8,0,Crystal,,,
Al92Fe2Ni6,0,Crystal,,,
Al92Fe4Ni4,0,Crystal,,,
Al92Fe5Ni3,0,Crystal,,,
Al92Fe6Ni2,0,Crystal,,,
Al82Fe4Ni14,0,Crystal,,,
Al84Fe4Ni12,0,Crystal,,,
Al84Fe6Ni10,0,Crystal,,,
Al84Fe8Ni8,0,Crystal,,,
Al86Fe6Ni8,0,Crystal,,,
Al86Fe8Ni6,0,Crystal,,,
Al86Fe10Ni4,0,Crystal,,,
Al86Fe12Ni2,0,Crystal,,,
Al88Fe10Ni2,0,Crystal,,,
Al3Fe80P17,0.15,Ribbon,,,
Al5Fe85Si10,0.15,Ribbon,,,
Al84Fe14Si2,0,Crystal,,,
Al85Fe8Si7,0,Crystal,,,
Al86Fe12Si2,0,Crystal,,,
Al88Fe10Si2,0,Crystal,,,
Al90Fe8Si2,0,Crystal,,,
Al52Fe23Si25,0.15,Ribbon,,,
Al63Fe12Si25,0.15,Ribbon,,,
Al2.5Fe65Tb32.5,0.15,Ribbon,,,
Al7.5Fe61.7Tb30.8,0.15,Ribbon,,,
Fe66.7Tb33.3,0,Crystal,,,
Al15Fe56.7Tb28.3,0,Crystal,,,
Al0.018Fe89.982Zr10,0.15,Ribbon,,,
Al0.036Fe89.964Zr10,0.15,Ribbon,,,
Al0.054Fe89.946Zr10,0.15,Ribbon,,,
Al0.09Fe89.91Zr10,0.15,Ribbon,,,
Al22.5Fe67.5Zr10,0.15,Ribbon,,,
Al15Fe15Zr70,0.15,Ribbon,,,
Al8Ga16Mg76,0.15,Ribbon,,,
Al12Ga12Mg76,0.15,Ribbon,,,
Al18Ga36Mg46,0.15,Ribbon,,,
Al8Ga2Mg90,0,Crystal,,,
Al8Ga3Mg89,0,Crystal,,,
Al9Ga2Mg89,0,Crystal,,,
Al65Gd15Ni20,0.15,Ribbon,,,
Al70Gd10Ni20,0.15,Ribbon,,,
Al70Gd15Ni15,0.15,Ribbon,,,
Al74Gd10Ni16,0.15,Ribbon,,,
Al75Gd10Ni15,0.15,Ribbon,,,
Al78Gd12Ni10,0.15,Ribbon,,,
Al80Gd5Ni15,0.15,Ribbon,,,
Al80Gd10Ni10,0.15,Ribbon,,,
Al81Gd9Ni10,0.15,Ribbon,,,
Al83Gd5Ni12,0.15,Ribbon,,,
Al83Gd7Ni10,0.15,Ribbon,,,
Al83Gd9Ni8,0.15,Ribbon,,,
Al84Gd10Ni6,0.15,Ribbon,,,
Al85Gd5Ni10,0.15,Ribbon,,,
Al85Gd8Ni7,0.15,Ribbon,,,
Al85Gd9Ni6,0.15,Ribbon,,,
Al85Gd10Ni5,0.15,Ribbon,,,
Al87Gd5Ni8,0.15,Ribbon,,,
Al87Gd7Ni6,0.15,Ribbon,,,
Al88Gd12,0.15,Ribbon,,,
Al90Gd5Ni5,0.15,Ribbon,,,
Al90Gd10,0.15,Ribbon,,,
Al92Gd8,0.15,Ribbon,,,
Al75Gd15Ni10,0,Crystal,,,
Al60Gd20Ni20,0,Crystal,,,
Al70Gd20Ni10,0,Crystal,,,
Al75Gd5Ni20,0,Crystal,,,
Al80Gd15Ni5,0,Crystal,,,
Al85Gd15,0,Crystal,,,
Al94Gd6,0,Crystal,,,
Al25Gd55Ni20,3.5,BMG,588,624,950
Gd56Si44,0.15,Ribbon,,,
Al40Gd60,0.15,Ribbon,,,
Al45Gd55,0.15,Ribbon,,,
Al50Gd50,0.15,Ribbon,,,
Al55Gd45,0.15,Ribbon,,,
Al50Ge40Mn10,0.15,Ribbon,,,
Al42Ge48Mn10,0.15,Ribbon,,,
Al57Ge25Mn18,0.15,Ribbon,,,
Al69Ge25Mn6,0.15,Ribbon,,,
Al73Ge17Mn10,0.15,Ribbon,,,
Al60Ge30Mn10,0.15,Ribbon,,,
Al65Ge15Mn20,0,Crystal,,,
Al59Ge31Ni10,0.15,Ribbon,,,
Al62Ge25Ni13,0.15,Ribbon,,,
Al64Ge26Ni10,0.15,Ribbon,,,
Al69Ge25Ni6,0.15,Ribbon,,,
Al60Ge30Ni10,0.15,Ribbon,,,
Al55Ge30V15,0.15,Ribbon,,,
Al55Ge35V10,0.15,Ribbon,,,
Al60Ge25V15,0.15,Ribbon,,,
Al60Ge30V10,0.15,Ribbon,,,
Al65Ge25V10,0.15,Ribbon,,,
Al45Ge40V15,0,Crystal,,,
Al50Ge25V25,0,Crystal,,,
Al50Ge30V20,0,Crystal,,,
Al50Ge35V15,0,Crystal,,,
Al50Ge40V10,0,Crystal,,,
Al55Ge25V20,0,Crystal,,,
Al60Ge20V20,0,Crystal,,,
Al60Ge35V5,0,Crystal,,,
Al65Ge20V15,0,Crystal,,,
Al65Ge30V5,0,Crystal,,,
Al70Ge20V10,0,Crystal,,,
Al70Ge25V5,0,Crystal,,,
Al75Ge15V10,0,Crystal,,,
Al52Ge38V10,0.15,Ribbon,,,
Al57Ge25V18,0.15,Ribbon,,,
Al68Ge22V10,0.15,Ribbon,,,
Al69Ge25V6,0.15,Ribbon,,,
Al10Hf65Ni25,0.15,Ribbon,,,
Al25La55Mn20,0.15,Ribbon,,,
Al85La7.5Mo7.5,0.15,Ribbon,,,
Al85La7.5Nb7.5,0.15,Ribbon,,,
La70Ni30,0.15,Ribbon,,,
Al5La55Ni40,0.15,Ribbon,,,
Al5La65Ni30,0.15,Ribbon,,,
Al10La30Ni60,0.15,Ribbon,,,
Al10La35Ni55,0.15,Ribbon,,,
Al10La45Ni45,0.15,Ribbon,,,
Al10La60Ni30,0.15,Ribbon,,,
Al10La65Ni25,0.15,Ribbon,,,
Al25La60Ni15,0.15,Ribbon,,,
Al25La70Ni5,0.15,Ribbon,,,
Al30La25Ni45,0.15,Ribbon,,,
Al30La35Ni35,0.15,Ribbon,,,
Al30La55Ni15,0.15,Ribbon,,,
Al30La65Ni5,0.15,Ribbon,,,
Al35La30Ni35,0.15,Ribbon,,,
Al35La40Ni25,0.15,Ribbon,,,
Al35La50Ni15,0.15,Ribbon,,,
Al35La60Ni5,0.15,Ribbon,,,
Al40La25Ni35,0.15,Ribbon,,,
Al40La30Ni30,0.15,Ribbon,,,
Al40La40Ni20,0.15,Ribbon,,,
Al40La45Ni15,0.15,Ribbon,,,
Al45La30Ni25,0.15,Ribbon,,,
Al45La40Ni15,0.15,Ribbon,,,
Al50La25Ni25,0.15,Ribbon,,,
Al50La35Ni15,0.15,Ribbon,,,
Al50La45Ni5,0.15,Ribbon,,,
Al55La20Ni25,0.15,Ribbon,,,
Al55La45,0.15,Ribbon,,,
Al65La15Ni20,0.15,Ribbon,,,
Al75La5Ni20,0.15,Ribbon,,,
Al80La10Ni10,0.15,Ribbon,,,
Al85La10Ni5,0.15,Ribbon,,,
La60Ni40,0.15,Ribbon,,,
Al5La40Ni55,0.15,Ribbon,,,
Al5La75Ni20,0.15,Ribbon,,,
Al10La40Ni50,0.15,Ribbon,,,
Al10La50Ni40,0.15,Ribbon,,,
Al10La55Ni35,0.15,Ribbon,,,
Al10La70Ni20,0.15,Ribbon,,,
Al10La75Ni15,0.15,Ribbon,,,
Al10La80Ni10,0.15,Ribbon,,,
Al15La30Ni55,0.15,Ribbon,,,
Al15La40Ni45,0.15,Ribbon,,,
Al15La50Ni35,0.15,Ribbon,,,
Al15La55Ni30,0.15,Ribbon,,,
Al15La60Ni25,0.15,Ribbon,,,
Al15La65Ni20,0.15,Ribbon,,,
Al15La70Ni15,0.15,Ribbon,,,
Al15La75Ni10,0.15,Ribbon,,,
Al15La80Ni5,0.15,Ribbon,,,
Al20La30Ni50,0.15,Ribbon,,,
Al20La35Ni45,0.15,Ribbon,,,
Al20La40Ni40,0.15,Ribbon,,,
Al20La45Ni35,0.15,Ribbon,,,
Al20La50Ni30,0.15,Ribbon,,,
Al20La55Ni25,0.15,Ribbon,,,
Al20La60Ni20,0.15,Ribbon,,,
Al20La65Ni15,0.15,Ribbon,,,
Al20La70Ni10,0.15,Ribbon,,,
Al20La75Ni5,0.15,Ribbon,,,
Al20La80,0.15,Ribbon,,,
Al25La20Ni55,0.15,Ribbon,,,
Al25La30Ni45,0.15,Ribbon,,,
Al25La40Ni35,0.15,Ribbon,,,
Al25La45Ni30,0.15,Ribbon,,,
Al25La50Ni25,0.15,Ribbon,,,
Al25La65Ni10,0.15,Ribbon,,,
Al30La20Ni50,0.15,Ribbon,,,
Al30La30Ni40,0.15,Ribbon,,,
Al30La45Ni25,0.15,Ribbon,,,
Al30La50Ni20,0.15,Ribbon,,,
Al30La60Ni10,0.15,Ribbon,,,
Al30La70,0.15,Ribbon,,,
Al35La25Ni40,0.15,Ribbon,,,
Al35La35Ni30,0.15,Ribbon,,,
Al35La45Ni20,0.15,Ribbon,,,
Al35La55Ni10,0.15,Ribbon,,,
Al40La20Ni40,0.15,Ribbon,,,
Al40La35Ni25,0.15,Ribbon,,,
Al40La50Ni10,0.15,Ribbon,,,
Al40La55Ni5,0.15,Ribbon,,,
Al45La25Ni30,0.15,Ribbon,,,
Al45La35Ni20,0.15,Ribbon,,,
Al45La45Ni10,0.15,Ribbon,,,
Al50La20Ni30,0.15,Ribbon,,,
Al50La30Ni20,0.15,Ribbon,,,
Al50La40Ni10,0.15,Ribbon,,,
Al50La50,0.15,Ribbon,,,
Al55La40Ni5,0.15,Ribbon,,,
Al60La20Ni20,0.15,Ribbon,,,
Al70La5Ni25,0.15,Ribbon,,,
Al75La10Ni15,0.15,Ribbon,,,
Al84La10Ni6,0.15,Ribbon,,,
Al85La5Ni10,0.15,Ribbon,,,
Al88La10Ni2,0.15,Ribbon,,,
Al90La10,0.15,Ribbon,,,
Al91La7Ni2,0.15,Ribbon,,,
Al10La25Ni65,0,Crystal,,,
Al15La25Ni60,0,Crystal,,,
Al20La20Ni60,0,Crystal,,,
Al40La15Ni45,0,Crystal,,,
Al50La15Ni35,0,Crystal,,,
Al55La30Ni15,0,Crystal,,,
Al90La5Ni5,0,Crystal,,,
La30Ni70,0,Crystal,,,
La40Ni60,0,Crystal,,,
La50Ni50,0,Crystal,,,
La90Ni10,0,Crystal,,,
Al10La10Ni80,0,Crystal,,,
Al10La20Ni70,0,Crystal,,,
Al20La10Ni70,0,Crystal,,,
Al30La10Ni60,0,Crystal,,,
Al30La15Ni55,0,Crystal,,,
Al40La10Ni50,0,Crystal,,,
Al50La10Ni40,0,Crystal,,,
Al55La35Ni10,0,Crystal,,,
Al60La10Ni30,0,Crystal,,,
Al60La30Ni10,0,Crystal,,,
Al65La25Ni10,0,Crystal,,,
Al65La30Ni5,0,Crystal,,,
Al70La15Ni15,0,Crystal,,,
Al70La20Ni10,0,Crystal,,,
Al70La25Ni5,0,Crystal,,,
Al75La15Ni10,0,Crystal,,,
Al80La15Ni5,0,Crystal,,,
Al85La6Ni9,0.15,Ribbon,,,
Al88La7Ni5,0.15,Ribbon,,,
La48Ni52,0.15,Ribbon,,,
La80Ni20,0.15,Ribbon,,,
Al1La49Ni50,0.15,Ribbon,,,
Al1La81Ni18,0.15,Ribbon,,,
Al2La39Ni59,0.15,Ribbon,,,
Al2La40Ni58,0.15,Ribbon,,,
Al2La42Ni56,0.15,Ribbon,,,
Al2La44Ni54,0.15,Ribbon,,,
Al2La82Ni16,0.15,Ribbon,,,
Al3La83Ni14,0.15,Ribbon,,,
Al4La36Ni60,0.15,Ribbon,,,
Al5La83Ni12,0.15,Ribbon,,,
Al5La85Ni10,0.15,Ribbon,,,
Al6La30Ni64,0.15,Ribbon,,,
Al6La32Ni62,0.15,Ribbon,,,
Al6La86Ni8,0.15,Ribbon,,,
Al8La86Ni6,0.15,Ribbon,,,
Al9La27Ni64,0.15,Ribbon,,,
Al10La86Ni4,0.15,Ribbon,,,
Al11La27Ni62,0.15,Ribbon,,,
Al11La87Ni2,0.15,Ribbon,,,
Al13La87,0.15,Ribbon,,,
Al15La26Ni59,0.15,Ribbon,,,
Al17La24Ni59,0.15,Ribbon,,,
Al19La22Ni59,0.15,Ribbon,,,
Al21La20Ni59,0.15,Ribbon,,,
Al24La18Ni58,0.15,Ribbon,,,
Al26La18Ni56,0.15,Ribbon,,,
Al28La18Ni54,0.15,Ribbon,,,
Al30La18Ni52,0.15,Ribbon,,,
Al32La18Ni50,0.15,Ribbon,,,
Al34La18Ni48,0.15,Ribbon,,,
Al36La18Ni46,0.15,Ribbon,,,
Al38La18Ni44,0.15,Ribbon,,,
Al40La18Ni42,0.15,Ribbon,,,
Al42La18Ni40,0.15,Ribbon,,,
Al44La18Ni38,0.15,Ribbon,,,
Al46La18Ni36,0.15,Ribbon,,,
Al48La18Ni34,0.15,Ribbon,,,
Al50La18Ni32,0.15,Ribbon,,,
Al53La30Ni17,0.15,Ribbon,,,
Al53La32Ni15,0.15,Ribbon,,,
Al53La34Ni13,0.15,Ribbon,,,
Al53La36Ni11,0.15,Ribbon,,,
Al53La37Ni10,0.15,Ribbon,,,
Al54La16Ni30,0.15,Ribbon,,,
Al55La28Ni17,0.15,Ribbon,,,
Al55La37Ni8,0.15,Ribbon,,,
Al56La16Ni28,0.15,Ribbon,,,
Al56La40Ni4,0.15,Ribbon,,,
Al56La42Ni2,0.15,Ribbon,,,
Al57La26Ni17,0.15,Ribbon,,,
Al57La37Ni6,0.15,Ribbon,,,
Al57La43,0.15,Ribbon,,,
Al58La14Ni28,0.15,Ribbon,,,
Al59La24Ni17,0.15,Ribbon,,,
Al60La12Ni28,0.15,Ribbon,,,
Al61La22Ni17,0.15,Ribbon,,,
Al62La10Ni28,0.15,Ribbon,,,
Al63La20Ni17,0.15,Ribbon,,,
Al64La8Ni28,0.15,Ribbon,,,
Al65La18Ni17,0.15,Ribbon,,,
Al66La6Ni28,0.15,Ribbon,,,
Al67La16Ni17,0.15,Ribbon,,,
Al68La4Ni28,0.15,Ribbon,,,
Al69La14Ni17,0.15,Ribbon,,,
Al71La13Ni16,0.15,Ribbon,,,
Al72La2Ni26,0.15,Ribbon,,,
Al73La13Ni14,0.15,Ribbon,,,
Al74La2Ni24,0.15,Ribbon,,,
Al75La13Ni12,0.15,Ribbon,,,
Al76La2Ni22,0.15,Ribbon,,,
Al77La13Ni10,0.15,Ribbon,,,
Al78La2Ni20,0.15,Ribbon,,,
Al79La13Ni8,0.15,Ribbon,,,
Al80La2Ni18,0.15,Ribbon,,,
Al81La13Ni6,0.15,Ribbon,,,
Al82La2Ni16,0.15,Ribbon,,,
Al83La13Ni4,0.15,Ribbon,,,
Al84La2Ni14,0.15,Ribbon,,,
Al85La13Ni2,0.15,Ribbon,,,
Al86La2Ni12,0.15,Ribbon,,,
Al86La14,0.15,Ribbon,,,
Al87La5Ni8,0.15,Ribbon,,,
Al88La2Ni10,0.15,Ribbon,,,
Al88La6Ni6,0.15,Ribbon,,,
Al89La7Ni4,0.15,Ribbon,,,
Al90La8Ni2,0.15,Ribbon,,,
Al92La8,0.15,Ribbon,,,
Al25La55Ni20,0.15,Ribbon,,,
Al30La40Ni30,0.15,Ribbon,,,
Al91La5Ni4,0.15,Ribbon,,,
Al25La55Pt20,0.15,Ribbon,,,
Al25La55Zn20,0.15,Ribbon,,,
Al85La7.5Zr7.5,0.15,Ribbon,,,
Al42Mg44Pd14,0,Crystal,,,
